0	3.55E+11
420	2.80E+11
840	2.31E+11
1260	2.02E+11
1680	1.79E+11
2101	1.63E+11
2520	1.47E+11
2940	1.35E+11
3360	1.25E+11
3780	1.15E+11
4200	1.09E+11
4620	1.02E+11
5040	9.61E+10
5460	9.10E+10
5880	8.50E+10
6300	8.07E+10
6720	7.70E+10
7140	7.41E+10
7560	7.12E+10
7980	6.77E+10
8400	6.48E+10
8820	6.28E+10
9240	5.99E+10
9660	5.78E+10
10080	5.59E+10
10500	5.40E+10
10921	5.22E+10
11340	5.05E+10
11760	4.88E+10
12180	4.71E+10
12600	4.62E+10
13020	4.49E+10
13440	4.38E+10
13860	4.24E+10
14280	4.15E+10
14700	4.02E+10
15120	3.92E+10
15540	3.82E+10
15960	3.72E+10
16380	3.62E+10
16800	3.50E+10
17220	3.46E+10
17640	3.35E+10
18060	3.29E+10
18480	3.22E+10
18900	3.13E+10
19320	3.08E+10
19740	3.01E+10
20160	2.93E+10
20581	2.88E+10
21000	2.83E+10
21420	2.78E+10
